0.014999250037498125 ('DAI62779', 'GRO17075')
0.17088055797733218 ('ELE14480', 'GRO73461')
0.1711448598130841 ('DAI83733', 'DAI85309')
0.171387421987518 ('SNA99873', 'ELE74482')
0.17176470588235293 ('SNA40784', 'GRO71621')
0.17178314826910515 ('FRO78087', 'ELE66600')
0.17205692108667528 ('FRO19221', 'ELE99737')
0.1721194879089616 ('SNA66979', 'ELE66810')
0.17218543046357615 ('GRO99222', 'SNA90258')
0.17237163814180928 ('ELE20847', 'ELE17451')
0.17252931323283083 ('DAI22240', 'ELE74482')
0.17266187050359713 ('SNA47306', 'ELE26917')
0.17289719626168223 ('DAI83733', 'ELE17451')
0.17345399698340874 ('ELE49801', 'SNA93860')
0.17374517374517376 ('SNA96271', 'GRO73461')
0.17425968109339407 ('DAI95741', 'DAI85309')
0.17443249701314217 ('ELE53126', 'FRO24098')
0.17454068241469817 ('FRO75586', 'SNA80324')
0.17489421720733428 ('SNA18336', 'ELE32164')
0.17518045530260967 ('GRO73461', 'GRO21487')
0.1752411575562701 ('SNA59061', 'GRO73461')
0.17528957528957528 ('SNA96271', 'FRO40251')
0.17533432392273401 ('ELE59028', 'ELE17451')
0.17567567567567569 ('FRO32293', 'DAI62779')
0.17587939698492464 ('DAI22240', 'ELE17451')
0.1759379042690815 ('FRO19221', 'ELE69552')
0.17631917631917632 ('SNA20554', 'DAI62779')
0.1763740771123872 ('DAI22896', 'DAI75645')
0.1763869132290185 ('SNA66979', 'ELE38289')
0.1765375854214123 ('DAI95741', 'GRO46854')
0.1773049645390071 ('GRO21487', 'FRO40251')
0.17763157894736842 ('GRO50832', 'SNA80324')
0.17794486215538846 ('ELE92920', 'FRO40251')
0.17830290010741137 ('FRO16142', 'DAI75645')
0.17832167832167833 ('DAI87448', 'GRO46854')
0.17857142857142858 ('ELE74482', 'ELE37770')
0.1787479406919275 ('GRO85051', 'ELE17451')
0.17882352941176471 ('GRO15017', 'DAI75645')
0.17887323943661973 ('FRO53271', 'ELE32164')
0.17913832199546487 ('GRO69543', 'DAI75645')
0.1792353560154332 ('ELE32164', 'ELE17451')
0.17935349322210636 ('FRO85978', 'GRO73461')
0.1795928884308168 ('FRO40251', 'ELE17451')
0.17987096774193548 ('ELE17451', 'FRO40251')
0.18010291595197256 ('FRO43226', 'FRO48038')
0.18040621266427717 ('ELE53126', 'ELE17451')
0.1804733727810651 ('GRO38814', 'DAI75645')
0.18052594171997158 ('SNA93860', 'SNA53220')
0.1807511737089202 ('GRO35122', 'ELE17451')
0.18098591549295776 ('FRO53271', 'FRO31317')
0.18161434977578475 ('GRO56726', 'GRO73461')
0.18181818181818182 ('DAI87448', 'GRO56726')
0.18181818181818182 ('SNA62128', 'ELE17451')
0.18192488262910797 ('GRO35122', 'SNA80324')
0.18204488778054864 ('ELE37048', 'FRO40251')
0.1822429906542056 ('GRO32086', 'DAI62779')
0.18235995232419547 ('GRO38983', 'FRO40251')
0.1823949246629659 ('DAI31081', 'ELE17451')
0.18259935553168635 ('FRO16142', 'FRO40251')
0.18278688524590164 ('GRO81087', 'FRO40251')
0.18293683347005743 ('DAI22896', 'GRO38814')
0.18326458456098998 ('ELE66810', 'DAI35347')
0.18335684062059238 ('SNA18336', 'DAI42493')
0.1835334476843911 ('FRO43226', 'DAI62779')
0.18401206636500755 ('ELE49801', 'GRO73461')
0.18408262454434993 ('SNA55762', 'ELE17451')
0.18440366972477065 ('SNA72163', 'FRO40251')
0.18462549277266754 ('SNA80324', 'GRO73461')
0.18474758324382384 ('FRO16142', 'SNA80324')
0.18505545826036193 ('ELE66600', 'DAI62779')
0.18621821164889255 ('DAI22896', 'SNA72163')
0.1863799283154122 ('ELE53126', 'SNA99873')
0.1869225302061123 ('SNA93860', 'FRO85978')
0.18696397941680962 ('FRO43226', 'FRO40251')
0.1871345029239766 ('ELE92920', 'ELE32164')
0.18760469011725292 ('DAI22240', 'FRO40251')
0.1879021879021879 ('SNA20554', 'SNA45677')
0.18795180722891566 ('DAI83948', 'GRO73461')
0.18853974121996303 ('SNA71332', 'ELE32164')
0.18867924528301888 ('FRO43226', 'GRO73461')
0.1889908256880734 ('ELE20196', 'DAI62779')
0.1891566265060241 ('DAI83948', 'DAI75645')
0.18925056775170326 ('GRO61133', 'GRO73461')
0.1893048128342246 ('DAI92600', 'DAI62779')
0.1893424036281179 ('GRO69543', 'DAI62779')
0.18997797356828194 ('ELE74009', 'GRO73461')
0.19012797074954296 ('SNA55952', 'DAI62779')
0.19027661357921208 ('GRO44993', 'GRO73461')
0.19047619047619047 ('ELE37770', 'ELE53126')
0.19096509240246407 ('DAI55911', 'DAI75645')
0.19098360655737706 ('GRO81087', 'ELE32164')
0.19110576923076922 ('ELE12792', 'ELE17451')
0.19117647058823528 ('GRO83463', 'ELE32164')
0.19131455399061034 ('GRO35122', 'DAI62779')
0.1918081918081918 ('DAI42493', 'ELE17451')
0.19207521826729348 ('GRO94758', 'SNA45677')
0.1921768707482993 ('SNA50789', 'FRO40251')
0.19244288224956063 ('DAI91290', 'ELE17451')
0.1927570093457944 ('GRO32086', 'FRO40251')
0.19300911854103345 ('ELE74482', 'DAI62779')
0.1935096153846154 ('ELE12792', 'SNA69641')
0.1935881627620222 ('ELE11111', 'FRO40251')
0.1935881627620222 ('ELE11111', 'SNA80324')
0.19434628975265017 ('DAI73122', 'DAI62779')
0.19434628975265017 ('FRO92469', 'ELE17451')
0.19482120838471023 ('ELE11111', 'GRO73461')
0.19482120838471023 ('SNA38068', 'FRO40251')
0.1948529411764706 ('GRO83463', 'ELE17451')
0.19491118578972635 ('SNA99873', 'DAI62779')
0.19534282018111254 ('FRO19221', 'SNA93860')
0.19537572254335261 ('SNA88283', 'ELE17451')
0.1955403087478559 ('FRO43226', 'FRO66272')
0.1959847036328872 ('GRO64900', 'DAI62779')
0.19612352168199737 ('SNA80324', 'ELE17451')
0.1969465648854962 ('GRO56989', 'ELE17451')
0.1970387243735763 ('GRO46854', 'DAI85309')
0.19727891156462585 ('GRO69543', 'DAI31081')
0.1975867269984917 ('ELE49801', 'GRO46854')
0.19763694951664876 ('FRO16142', 'ELE32164')
0.19766796224319821 ('GRO73461', 'DAI75645')
0.19816272965879264 ('FRO75586', 'ELE17451')
0.19832826747720364 ('DAI88807', 'DAI62779')
0.1990975747320925 ('DAI63921', 'DAI62779')
0.19954648526077098 ('GRO69543', 'ELE32164')
0.19992690058479531 ('DAI75645', 'ELE17451')
0.2 ('SNA47306', 'FRO40251')
0.20051746442432083 ('FRO19221', 'SNA53220')
0.2005231037489102 ('ELE14480', 'DAI62779')
0.20076481835564053 ('SNA12663', 'FRO40251')
0.20155038759689922 ('FRO89565', 'ELE17451')
0.2015810276679842 ('SNA96466', 'FRO80039')
0.2016925246826516 ('SNA18336', 'FRO40251')
0.20224719101123595 ('ELE37798', 'GRO73461')
0.20226308345120225 ('DAI59508', 'DAI62779')
0.20240137221269297 ('FRO43226', 'DAI86167')
0.2025089605734767 ('ELE78169', 'DAI48891')
0.20264623955431754 ('FRO35904', 'DAI62779')
0.2031063321385902 ('ELE53126', 'DAI62779')
0.2034548944337812 ('FRO24098', 'FRO40251')
0.20359281437125748 ('GRO59710', 'ELE17451')
0.2046783625730994 ('GRO88511', 'DAI62779')
0.20545454545454545 ('SNA90258', 'ELE17451')
0.20578034682080926 ('SNA88283', 'DAI62779')
0.20650095602294455 ('SNA12663', 'DAI63921')
0.20652173913043478 ('GRO30386', 'GRO73461')
0.20727272727272728 ('SNA90258', 'DAI62779')
0.20754716981132076 ('FRO43226', 'ELE32164')
0.20772200772200772 ('SNA96271', 'SNA45677')
0.20825688073394497 ('SNA72163', 'DAI22896')
0.2084130019120459 ('SNA12663', 'GRO73461')
0.2091346153846154 ('ELE12792', 'SNA80324')
0.2102049716528565 ('DAI85309', 'ELE17451')
0.21144859813084113 ('GRO32086', 'FRO53271')
0.21160042964554243 ('FRO16142', 'GRO73461')
0.21176470588235294 ('SNA40784', 'GRO59710')
0.2119205298013245 ('GRO99222', 'ELE26917')
0.2131782945736434 ('FRO89565', 'FRO40251')
0.21320754716981133 ('DAI35347', 'DAI62779')
0.2133492252681764 ('GRO38983', 'ELE26917')
0.21338912133891214 ('ELE62598', 'ELE17451')
0.21455938697318008 ('DAI42083', 'SNA59903')
0.21475409836065573 ('GRO81087', 'ELE17451')
0.21478382147838215 ('ELE62598', 'FRO40251')
0.21497120921305182 ('FRO24098', 'GRO73461')
0.21515073434681783 ('FRO40251', 'FRO92469')
0.21619718309859154 ('FRO53271', 'GRO21487')
0.2164750957854406 ('DAI42083', 'GRO59710')
0.2169249106078665 ('GRO38983', 'DAI62779')
0.21733505821474774 ('FRO19221', 'DAI85309')
0.2176056338028169 ('FRO53271', 'FRO40251')
0.21818181818181817 ('DAI92600', 'ELE17451')
0.21819526627218935 ('GRO38814', 'FRO40251')
0.21875 ('GRO36567', 'DAI62779')
0.2188612099644128 ('ELE12845', 'DAI62779')
0.21948356807511737 ('GRO35122', 'GRO73461')
0.22084805653710246 ('DAI73122', 'ELE32164')
0.22112462006079028 ('DAI88807', 'ELE17451')
0.2213855421686747 ('FRO98729', 'DAI62779')
0.2215261958997722 ('GRO46854', 'GRO73461')
0.22204599524187152 ('DAI31081', 'FRO40251')
0.22209567198177677 ('DAI95741', 'DAI62779')
0.2226950354609929 ('GRO21487', 'DAI62779')
0.2227342549923195 ('GRO68067', 'GRO73461')
0.22322775263951736 ('ELE49801', 'DAI62779')
0.22413793103448276 ('DAI42083', 'DAI62779')
0.22442505947660588 ('DAI31081', 'GRO73461')
0.22443890274314215 ('ELE37048', 'DAI62779')
0.22493887530562348 ('ELE20847', 'SNA96271')
0.2249488752556237 ('SNA42528', 'FRO40251')
0.22508038585209003 ('SNA59061', 'DAI62779')
0.225130890052356 ('FRO99783', 'FRO79022')
0.22562141491395793 ('SNA12663', 'GRO30386')
0.22588235294117648 ('GRO15017', 'GRO73461')
0.2261904761904762 ('SNA24799', 'ELE30182')
0.22627737226277372 ('FRO85978', 'DAI62779')
0.22657952069716775 ('GRO82670', 'DAI62779')
0.2270011947431302 ('ELE53126', 'ELE37048')
0.22710068130204392 ('GRO61133', 'DAI62779')
0.22716346153846154 ('GRO36567', 'SNA45677')
0.22726101520226746 ('FRO40251', 'GRO73461')
0.22772277227722773 ('FRO99372', 'ELE17451')
0.2281134401972873 ('SNA38068', 'ELE17451')
0.22860635696821516 ('ELE20847', 'GRO73461')
0.2289156626506024 ('DAI83948', 'DAI62779')
0.2289156626506024 ('GRO18367', 'DAI62779')
0.22902796271637815 ('FRO79022', 'FRO99783')
0.22934648581997533 ('ELE11111', 'DAI75645')
0.23026315789473684 ('DAI88352', 'ELE17451')
0.23026315789473684 ('GRO50832', 'FRO80039')
0.23053435114503817 ('ELE87456', 'DAI62779')
0.23061224489795917 ('GRO81647', 'FRO40251')
0.23265306122448978 ('GRO81647', 'GRO21487')
0.2328767123287671 ('DAI33336', 'DAI62779')
0.23333333333333334 ('FRO98184', 'ELE17451')
0.23476523476523475 ('DAI42493', 'FRO40251')
0.2347879532882606 ('DAI22177', 'DAI62779')
0.23515151515151514 ('DAI48891', 'SNA45677')
0.23517382413087934 ('SNA42528', 'DAI62779')
0.2353923205342237 ('SNA69641', 'DAI62779')
0.23576423576423577 ('DAI42493', 'GRO59710')
0.2361111111111111 ('SNA24799', 'SNA55617')
0.2366412213740458 ('GRO56989', 'DAI62779')
0.23690773067331672 ('ELE37048', 'ELE53126')
0.23721881390593047 ('SNA42528', 'GRO73461')
0.23775388291517324 ('ELE53126', 'FRO53271')
0.2378419452887538 ('DAI88807', 'GRO73461')
0.23788546255506607 ('ELE74009', 'DAI62779')
0.23819301848049282 ('DAI55911', 'FRO40251')
0.23878806059697016 ('DAI62779', 'ELE17451')
0.23922734026745915 ('ELE59028', 'SNA93860')
0.23984526112185686 ('ELE38289', 'SNA66979')
0.24088145896656535 ('ELE74482', 'FRO31317')
0.24139728884254433 ('FRO85978', 'SNA95666')
0.24203821656050956 ('DAI38969', 'DAI62779')
0.2425629290617849 ('SNA44190', 'DAI62779')
0.24285714285714285 ('ELE37770', 'DAI62779')
0.2433734939759036 ('DAI83948', 'FRO40251')
0.24342105263157895 ('SNA30755', 'ELE17451')
0.24352941176470588 ('SNA40784', 'DAI62779')
0.24364232977850697 ('DAI22896', 'DAI62779')
0.24371584699453552 ('FRO92261', 'DAI62779')
0.24380165289256198 ('SNA49107', 'DAI62779')
0.24400564174894218 ('SNA18336', 'DAI85309')
0.24423963133640553 ('GRO68067', 'DAI62779')
0.24486396446418657 ('GRO73461', 'FRO40251')
0.24561403508771928 ('SNA30755', 'DAI62779')
0.24583333333333332 ('FRO98184', 'DAI62779')
0.2460285132382892 ('SNA45677', 'DAI62779')
0.24630541871921183 ('FRO80039', 'DAI62779')
0.24671052631578946 ('GRO50832', 'DAI62779')
0.24742268041237114 ('DAI31081', 'ELE32164')
0.24814264487369986 ('ELE59028', 'FRO85978')
0.2489539748953975 ('ELE85027', 'DAI62779')
0.24924012158054712 ('DAI88807', 'SNA59903')
0.24938474159146842 ('DAI22896', 'GRO73461')
0.2493861802876184 ('ELE32164', 'DAI43223')
0.24954128440366974 ('SNA72163', 'ELE17451')
0.25041736227045075 ('SNA69641', 'GRO73461')
0.2508833922261484 ('FRO92469', 'GRO73461')
0.25107604017216645 ('ELE68605', 'DAI62779')
0.2527131782945736 ('DAI43223', 'ELE17451')
0.2529313232830821 ('DAI22240', 'DAI62779')
0.2530612244897959 ('GRO81647', 'DAI62779')
0.2534013605442177 ('SNA50789', 'DAI62779')
0.2543478260869565 ('GRO30386', 'ELE17451')
0.255278310940499 ('FRO24098', 'DAI62779')
0.2554890219560878 ('GRO59710', 'DAI43223')
0.25596330275229356 ('SNA72163', 'DAI62779')
0.2562929061784897 ('SNA44190', 'SNA80324')
0.25736961451247165 ('GRO69543', 'FRO40251')
0.2579505300353357 ('DAI73122', 'GRO73461')
0.2583222370173103 ('FRO79022', 'DAI85309')
0.2588495575221239 ('DAI88079', 'DAI62779')
0.2591155934833204 ('ELE91337', 'SNA45677')
0.2596401028277635 ('SNA55617', 'DAI62779')
0.26 ('FRO61354', 'GRO73461')
0.260233918128655 ('DAI75645', 'GRO73461')
0.26045400238948624 ('ELE53126', 'FRO31317')
0.2613195342820181 ('FRO19221', 'GRO73461')
0.26140567200986436 ('SNA38068', 'GRO73461')
0.26146788990825687 ('SNA72163', 'GRO73461')
0.26158940397350994 ('GRO99222', 'DAI62779')
0.2619047619047619 ('ELE37770', 'DAI70456')
0.2623376623376623 ('SNA57865', 'ELE17451')
0.2625284738041002 ('GRO46854', 'DAI62779')
0.26394052044609667 ('ELE56788', 'DAI62779')
0.26451187335092347 ('ELE99737', 'DAI62779')
0.26492537313432835 ('SNA95666', 'ELE74009')
0.26545454545454544 ('DAI48891', 'DAI62779')
0.2655038759689923 ('FRO89565', 'ELE32164')
0.26573426573426573 ('DAI42493', 'ELE32164')
0.26591375770020537 ('DAI55911', 'DAI62779')
0.2672413793103448 ('SNA53220', 'FRO19221')
0.26773455377574373 ('ELE59935', 'DAI62779')
0.26773455377574373 ('SNA44190', 'GRO73461')
0.26785714285714285 ('FRO73056', 'GRO73461')
0.2687813021702838 ('SNA69641', 'ELE12792')
0.2692307692307692 ('DAI29159', 'DAI62779')
0.2692307692307692 ('DAI87448', 'GRO73461')
0.26957831325301207 ('DAI49199', 'DAI62779')
0.2706766917293233 ('FRO16142', 'DAI62779')
0.2712765957446808 ('ELE74482', 'SNA99873')
0.2716577540106952 ('DAI92600', 'GRO73461')
0.2728857890148213 ('ELE14480', 'SNA62128')
0.2730673316708229 ('ELE37048', 'DAI22240')
0.2737967914438503 ('DAI92600', 'DAI42083')
0.2743362831858407 ('DAI88079', 'ELE17451')
0.27486910994764396 ('FRO99783', 'DAI62779')
0.27570213862406595 ('FRO40251', 'DAI62779')
0.27994011976047906 ('GRO59710', 'DAI62779')
0.28 ('FRO61354', 'FRO40251')
0.2802303262955854 ('FRO24098', 'ELE53126')
0.2821497120921305 ('GRO88505', 'DAI62779')
0.2824267782426778 ('ELE25077', 'DAI62779')
0.2826086956521739 ('ELE60381', 'DAI62779')
0.2835820895522388 ('SNA95666', 'DAI62779')
0.2835951134380454 ('ELE26917', 'DAI62779')
0.28363636363636363 ('SNA90258', 'GRO99222')
0.2838541666666667 ('DAI67621', 'DAI62779')
0.28440366972477066 ('SNA72163', 'SNA59903')
0.2850412249705536 ('FRO92469', 'DAI62779')
0.2853333333333333 ('DAI51880', 'ELE26917')
0.28606658446362515 ('ELE11111', 'DAI62779')
0.28739642389882253 ('DAI85309', 'ELE99737')
0.28772189349112426 ('GRO38814', 'DAI62779')
0.28837209302325584 ('ELE21353', 'FRO19221')
0.28865979381443296 ('DAI31081', 'DAI62779')
0.2887139107611549 ('FRO75586', 'DAI62779')
0.2918274289722904 ('ELE32164', 'DAI62779')
0.29339622641509433 ('DAI35347', 'ELE66810')
0.2935251798561151 ('SNA90094', 'DAI62779')
0.2956058588548602 ('FRO79022', 'GRO46854')
0.2977346278317152 ('FRO66272', 'DAI62779')
0.2983451536643026 ('GRO21487', 'GRO73461')
0.2990867579908676 ('FRO35729', 'ELE66810')
0.2993920972644377 ('DAI88807', 'SNA72163')
0.30153121319199055 ('FRO92469', 'DAI75645')
0.3020833333333333 ('FRO98184', 'GRO30386')
0.3028571428571429 ('DAI50921', 'DAI62779')
0.30303030303030304 ('DAI87448', 'DAI62779')
0.3032194480946124 ('SNA80324', 'DAI62779')
0.3055555555555556 ('SNA43319', 'DAI62779')
0.30580357142857145 ('DAI50913', 'GRO33815')
0.3059125964010283 ('SNA55617', 'SNA24799')
0.30596285434995113 ('SNA62128', 'ELE14480')
0.3062015503875969 ('FRO89565', 'DAI62779')
0.30660377358490565 ('DAI35347', 'FRO31317')
0.30666666666666664 ('DAI55148', 'DAI75645')
0.30666666666666664 ('GRO15017', 'DAI62779')
0.3086913086913087 ('DAI42493', 'DAI62779')
0.3096085409252669 ('ELE12845', 'FRO35904')
0.3098958333333333 ('GRO71621', 'DAI62779')
0.3101933216168717 ('DAI91290', 'DAI62779')
0.3125483122906467 ('FRO40251', 'GRO85051')
0.3128205128205128 ('DAI55148', 'ELE17451')
0.3135755258126195 ('SNA12663', 'DAI62779')
0.3141592920353982 ('DAI88079', 'SNA80324')
0.31466227347611203 ('GRO85051', 'DAI62779')
0.3148269105160026 ('FRO78087', 'DAI62779')
0.31556503198294245 ('FRO81176', 'DAI46755')
0.3158284023668639 ('GRO38814', 'GRO73461')
0.3162132148806219 ('GRO73461', 'DAI62779')
0.31645569620253167 ('GRO94173', 'SNA45677')
0.3177083333333333 ('SNA29014', 'DAI62779')
0.31798561151079136 ('SNA47306', 'DAI62779')
0.3179916317991632 ('ELE62598', 'DAI62779')
0.3179916317991632 ('ELE62598', 'ELE32164')
0.31953700455980355 ('ELE32164', 'GRO59710')
0.3201219512195122 ('ELE88583', 'GRO30912')
0.32079646017699115 ('DAI88079', 'GRO73461')
0.3208020050125313 ('ELE92920', 'ELE17451')
0.3211009174311927 ('FRO48038', 'FRO43226')
0.32169241101410345 ('GRO94758', 'DAI62779')
0.3223684210526316 ('DAI75645', 'DAI62779')
0.3231125998454007 ('FRO40251', 'DAI75645')
0.32459016393442625 ('GRO81087', 'DAI62779')
0.3248587570621469 ('SNA40408', 'DAI62779')
0.325 ('GRO95519', 'DAI62779')
0.32537067545304776 ('GRO85051', 'DAI75645')
0.3257328990228013 ('ELE11160', 'DAI63921')
0.32964601769911506 ('DAI88079', 'DAI75645')
0.33146853146853145 ('GRO88324', 'DAI62779')
0.33155792276964047 ('FRO79022', 'DAI62779')
0.3333333333333333 ('ELE36909', 'DAI62779')
0.33618581907090467 ('ELE20847', 'DAI62779')
0.33663366336633666 ('FRO99372', 'DAI62779')
0.3392857142857143 ('ELE92629', 'ELE26917')
0.3405275779376499 ('DAI48126', 'DAI62779')
0.3413127413127413 ('SNA96271', 'DAI62779')
0.34191176470588236 ('GRO83463', 'DAI62779')
0.3422897196261682 ('DAI83733', 'DAI62779')
0.34649122807017546 ('DAI88352', 'DAI62779')
0.3476923076923077 ('DAI55148', 'SNA80324')
0.3479236812570146 ('SNA59903', 'SNA72163')
0.3481624758220503 ('ELE38289', 'DAI88088')
0.34965034965034963 ('DAI23334', 'ELE17451')
0.3517948717948718 ('DAI55148', 'FRO40251')
0.3531468531468531 ('SNA74022', 'DAI62779')
0.3532513181019332 ('FRO78994', 'DAI62779')
0.3544061302681992 ('DAI42083', 'ELE17451')
0.3547297297297297 ('GRO39357', 'FRO78087')
0.3558139534883721 ('DAI43223', 'DAI62779')
0.3564954682779456 ('DAI94679', 'DAI62779')
0.3575757575757576 ('DAI86167', 'FRO43226')
0.3594306049822064 ('SNA31619', 'DAI62779')
0.3602673147023086 ('SNA55762', 'DAI62779')
0.3611940298507463 ('SNA85241', 'GRO44993')
0.3614678899082569 ('SNA72163', 'DAI88807')
0.36281179138321995 ('GRO69543', 'GRO73461')
0.3638237567637207 ('FRO40251', 'SNA80324')
0.363914373088685 ('ELE30933', 'GRO73461')
0.36683417085427134 ('DAI22240', 'ELE37048')
0.3669724770642202 ('ELE30933', 'DAI87448')
0.3671416596814753 ('GRO44993', 'FRO73056')
0.3675889328063241 ('SNA96466', 'DAI62779')
0.3681257014590348 ('SNA59903', 'DAI88807')
0.36917562724014336 ('ELE78169', 'SNA45677')
0.3711111111111111 ('FRO61354', 'DAI62779')
0.3712220762155059 ('SNA80324', 'DAI75645')
0.373015873015873 ('ELE37770', 'ELE74482')
0.3740831295843521 ('ELE20847', 'DAI75645')
0.3741258741258741 ('SNA74022', 'SNA96271')
0.3765867418899859 ('SNA18336', 'ELE17451')
0.376984126984127 ('SNA24799', 'ELE88583')
0.38011695906432746 ('ELE92920', 'SNA18336')
0.3805970149253731 ('DAI18527', 'SNA44451')
0.38100961538461536 ('ELE12792', 'DAI62779')
0.3812316715542522 ('FRO64631', 'SNA99873')
0.3816631130063966 ('SNA93860', 'DAI62779')
0.3817204301075269 ('ELE78169', 'DAI62779')
0.3831417624521073 ('GRO17075', 'DAI62779')
0.3831417624521073 ('SNA66583', 'GRO46854')
0.3838383838383838 ('SNA59903', 'DAI62779')
0.38532608695652176 ('GRO30386', 'DAI62779')
0.3864168618266979 ('DAI70456', 'ELE37770')
0.3879003558718861 ('SNA31619', 'SNA96271')
0.38797364085667213 ('GRO85051', 'SNA80324')
0.39111111111111113 ('FRO61354', 'SNA80324')
0.3939393939393939 ('SNA59903', 'ELE17451')
0.3948051948051948 ('SNA57865', 'DAI62779')
0.3956386292834891 ('ELE24630', 'ELE26917')
0.3959537572254335 ('GRO33815', 'DAI50913')
0.39689922480620154 ('DAI43223', 'GRO59710')
0.40034888791975576 ('DAI85309', 'DAI62779')
0.40229885057471265 ('FRO74605', 'GRO73461')
0.40567200986436497 ('SNA38068', 'DAI62779')
0.4099616858237548 ('FRO74605', 'FRO40251')
0.41083870967741937 ('ELE17451', 'DAI62779')
0.411214953271028 ('ELE24630', 'DAI62779')
0.4130116959064328 ('DAI75645', 'SNA80324')
0.41460541813898705 ('FRO92469', 'SNA80324')
0.41605839416058393 ('ELE30182', 'SNA24799')
0.4259818731117825 ('DAI94679', 'DAI83031')
0.42758620689655175 ('SNA53220', 'DAI62779')
0.42857142857142855 ('DAI22534', 'DAI62779')
0.42857142857142855 ('SNA24799', 'DAI62779')
0.4346965699208443 ('ELE99737', 'DAI85309')
0.4379310344827586 ('SNA53220', 'SNA93860')
0.44224422442244227 ('ELE69552', 'DAI62779')
0.4477124183006536 ('FRO47962', 'GRO73461')
0.4481707317073171 ('ELE88583', 'DAI62779')
0.44884488448844884 ('ELE69552', 'FRO19221')
0.4497907949790795 ('ELE25077', 'GRO89004')
0.45161290322580644 ('ELE78169', 'GRO94758')
0.45429362880886426 ('ELE28189', 'FRO17734')
0.4545908183632735 ('GRO59710', 'ELE32164')
0.45685279187817257 ('DAI88088', 'ELE38289')
0.4583333333333333 ('DAI75645', 'FRO40251')
0.46386333771353483 ('SNA80324', 'FRO40251')
0.47474747474747475 ('DAI83031', 'DAI94679')
0.4766355140186916 ('GRO29598', 'DAI62779')
0.48125 ('SNA93730', 'DAI62779')
0.48484848484848486 ('SNA82528', 'DAI43868')
0.4857142857142857 ('DAI67189', 'DAI62779')
0.4868421052631579 ('GRO89148', 'DAI62779')
0.4889705882352941 ('GRO23573', 'DAI62779')
0.4904214559386973 ('DAI42083', 'DAI92600')
0.49047619047619045 ('GRO30912', 'DAI62779')
0.5 ('DAI23334', 'ELE92920')
0.5 ('GRO30912', 'ELE88583')
0.5012224938875306 ('ELE20847', 'SNA80324')
0.5023255813953489 ('ELE21353', 'DAI62779')
0.5090361445783133 ('SNA30533', 'SNA96271')
0.530562347188264 ('ELE20847', 'FRO40251')
0.53125 ('SNA30859', 'GRO24246')
0.5394871794871795 ('DAI55148', 'DAI62779')
0.549777117384844 ('ELE59028', 'DAI62779')
0.5511627906976744 ('DAI43223', 'ELE32164')
0.5633802816901409 ('ELE81534', 'DAI62779')
0.5668449197860963 ('DAI16732', 'FRO78087')
0.5674603174603174 ('GRO81045', 'GRO46854')
0.5735294117647058 ('FRO41939', 'ELE66810')
0.5758706467661692 ('SNA95666', 'FRO85978')
0.5792682926829268 ('ELE88583', 'SNA24799')
0.5803921568627451 ('DAI46755', 'FRO81176')
0.5815602836879432 ('FRO17734', 'ELE28189')
0.5828571428571429 ('SNA44451', 'DAI18527')
0.5976714100905562 ('FRO19221', 'DAI62779')
0.6016483516483516 ('FRO73056', 'GRO44993')
0.6176470588235294 ('FRO47962', 'DAI75645')
0.6403508771929824 ('ELE32244', 'ELE66600')
0.6417489421720733 ('SNA18336', 'ELE92920')
0.6464088397790055 ('DAI37288', 'ELE32164')
0.6775510204081633 ('GRO81647', 'GRO73461')
0.698051948051948 ('GRO89004', 'ELE25077')
0.7094594594594594 ('ELE55848', 'GRO32086')
0.7136812411847673 ('SNA18336', 'DAI62779')
0.717948717948718 ('DAI53152', 'FRO40251')
0.7326649958228906 ('ELE92920', 'DAI62779')
0.9545454545454546 ('DAI23334', 'DAI62779')
0.972972972972973 ('DAI43868', 'SNA82528')
0.983510011778563 ('FRO92469', 'FRO40251')
0.9867256637168141 ('DAI88079', 'FRO40251')
0.9905660377358491 ('ELE12951', 'FRO40251')
0.9906542056074766 ('GRO38636', 'FRO40251')
0.999176276771005 ('GRO85051', 'FRO40251')
1.0 ('DAI93865', 'FRO40251')
